numero_de_publication;date_de_publication;type_de_publication;type_de_demande;numero_de_depot;date_de_depot;priorite_s;cib;cpc;titre
FR3096989;2020-12-11;A1;Demande française;FR1906124;2019-06-07;FR1906124 (20190607);C22C   1/04,B22F   3/105,B33Y  10/00,B33Y  70/00,B33Y  80/00,C22C  21/00,C22C  29/16,C23C   8/24;B22F2999/00,B33Y  10/00,B33Y  70/00,B33Y  80/00,B22F  10/20,C22C   1/04,C22C  30/00,C22C  32/0068,C22C  33/0278,Y02P  10/25;Procédé de fabrication additive d’une pièce en un alliage CCA nitruré
FR3097075;2020-12-11;A1;Demande française;FR2005872;2020-06-04;CN201920841714.3 (20190605);H01H  71/04,H01H  71/12;H01H  71/04,H01H  71/2463,H01H2071/042;Mécanisme indicateur de défaut de court-circuit et disjoncteur comprenant un tel mécanisme indicateur de défaut de court-circuit.
FR3097105;2020-12-18;A1;Demande française;FR1906345;2019-06-13;FR1906345 (20190613);A41C   1/00,A41B  13/06,A41C   3/04;A47D  13/025,A41D   1/215;Dispositif de peau à peau
FR3086588;2020-04-03;A1;Demande française;FR1910911;2019-10-02;US62/740348 (20181002);B60J   1/00,B62J   1/08,B62J   1/10;B62J   1/005,B62J   1/007,B62J   1/04,B62J   1/08,B62J   1/08;SELLES DE VELO
FR3087051;2020-04-10;A1;Demande française;FR1859286;2018-10-08;FR1859286 (20181008);H01Q   1/22;H04B   5/0006,H04B   5/0081,H04R  25/554,H04R  27/02,H04R2499/13;ANTENNE ET SYSTEME AMOVIBLE DE TRANSMISSION SONORE A BOUCLE MAGNETIQUE POUR MALENTENDANTS
FR3088292;2020-05-15;A1;Demande française;FR1912460;2019-11-06;JP2018-211040 (20181109);B62D  25/08,B62D  25/02;B60K2015/03013,B60Y2306/01,B62D  21/152,B62D  25/088;STRUCTURE AVANT DE VEHICULE
FR3089553;2020-06-12;A1;Demande française;FR1872700;2018-12-11;FR1872700 (20181211);F01D   5/14;F01D   5/141,Y02T  50/60;AUBE DE TURBOMACHINE A LOI DE FLECHE A FORTE MARGE AU FLOTTEMENT
FR3093470;2020-09-11;A1;Demande française;FR1902181;2019-03-04;FR1902181 (20190304);B60C  11/117,B60C  11/24;B60C  11/1263,B60C2011/0341,B60C2011/0369,B60C2011/1209;Pneumatique comportant une bande de roulement
FR3094133;2020-09-25;A1;Demande française;FR1902977;2019-03-22;FR1902977 (20190322);H01F  41/02,B33Y  10/00;B22F2202/05,B22F2203/11,B22F2998/10,B22F2999/00,B33Y  10/00,B33Y  80/00,B29C  64/153,B29C  64/268,B22F  10/28,C22C2202/02,C30B  11/08,C30B  29/52,H01F  41/0253,Y02P  10/25;Procédé de fabrication additive
FR3094366;2020-10-02;A1;Demande française;FR2002975;2020-03-26;US16/367,884 (20190328);C04B  35/64,C04B  35/657,C04B  35/80;B32B  18/00,C04B  35/571,C04B  35/80,C04B2235/428,C04B2235/5212,C04B2235/5244,C04B2235/526,C04B2235/5264,C04B2235/5296,C04B2235/614,C04B2235/616,C04B2235/75,C04B2237/365,C04B2237/38,C04B2237/584,C04B2237/704,C04B  35/634,C04B  35/638,C04B  38/0067,C04B  41/457,C04B  41/50,C04B2235/5244,C04B2235/5268,C04B2235/616;Articles composites à matrice en céramique et procédés pour leur fabrication
FR3096891;2020-12-11;A1;Demande française;FR1905888;2019-06-04;FR1905888 (20190604);A61K  36/064,A61P  13/02;A61K  36/064,A23L  33/14,Y02A  50/30;COMPOSITION POUR LA PREVENTION DE LA CYSTITE SIMPLE ET/OU RECIDIVANTE
FR3097578;2020-12-25;A1;Demande française;FR1906584;2019-06-19;FR1906584 (20190619);E04F  10/06,A01G   9/22;A01G   9/227,E04D  13/00,E04F  10/0607,E04F  10/0655,E04F  10/0662,E04F  10/0681,Y02A  40/25;DISPOSITIF POUR OMBRAGE DE TOITURE
FR3083417;2020-01-03;A1;Demande française;FR1855823;2018-06-28;FR1855823 (20180628);H04W  52/02,H04L  29/02,H04W   4/80;H04L   1/1607,H04L  12/66,H04L  67/2842,H04W  28/14,H04W  88/16,H04W  52/0203,H04W  52/0229,H04W  52/0254,H04W  88/16,Y02D  30/70,H04L   1/1685,H04L   1/1874,H04L   5/0098,H04W  72/0446,H04W  88/16;DELEGATION DE GESTION D'ACQUITTEMENTS ET DE TRANSMISSION DE TRAMES
FR3084951;2020-02-14;A1;Demande française;FR1870920;2018-08-10;FR1870920 (20180810);G06T  15/00,G06T  17/00;G06T  15/04,G06T  19/00,G06T  19/20,G06T2219/2021;PROCEDE ET SYSTEME DE TRANFORMATION DE CARTES NORMALES EN CARTES DE HAUTEURS
FR3085368;2020-03-06;A1;Demande française;FR1857828;2018-08-30;FR1857828 (20180830);B66F   9/20;B66C  13/44,B66C  23/005;DISPOSITIF DE COMMANDE ET DE MANIPULATION D`UNE CHARGE DE MASSE INCONNUE
FR3085492;2020-03-06;A1;Demande française;FR1857708;2018-08-28;FR1857708 (20180828);G01T   1/36,G01T   1/20;G01T   1/36,G01T   1/40,G01T   1/2002,G01T   1/2018,G01T   1/40,G01T   7/005,H01J  49/44;PROCEDE DE SPECTROMETRIE ET DISPOSITIF DE DETECTION DE RAYONNEMENTS IONISANTS POUR SA MISE EN ŒUVRE
FR3085481;2020-03-06;A1;Demande française;FR1857907;2018-09-03;FR1857907 (20180903);G01N  29/06,G01N  29/32,G01N  29/44;G01N  29/043,G01N  29/262,G01N2291/106;PROCEDE DE DETECTION ET DE CARACTERISATION PAR ULTRASONS DE DEFAUTS DANS UN MATERIAU HETEROGENE
FR3085536;2020-03-06;A1;Demande française;FR1857894;2018-09-03;FR1857894 (20180903);H01L  21/335,H01L  21/02,H01L  29/772;H01L  21/845,H01L  27/1211,H01L  21/845,H01L  27/1211,H01L  21/3247,H01L  21/7624,H01L  21/823821;DISPOSITIF CFET ET PROCEDE DE FABRICATION D'UN TEL DISPOSITIF
FR3085681;2020-03-13;A1;Demande française;FR1858068;2018-09-07;FR1858068 (20180907);C08B  11/08,D06M  15/03,D06M 101/06,D21H  17/24,D21H  21/18;C08B  11/08,C08B  37/0024,C08B  37/003,C08B  37/0057,C08B  37/0087,C08B  37/0093,C08B  37/0096,C08L   1/02,C08L   5/00,C08L   5/14,D21H  17/24,D21H  17/31,D21H  21/18;FONCTIONALISATION ET RENFORCEMENT A L'ETAT SEC ET A L'ETAT HUMIDE D'UN MATERIAU CELLULOSIQUE PAR UN POLYSACCHARIDE OXYDE
FR3086987;2020-04-10;A1;Demande française;FR1859219;2018-10-04;FR1859219 (20181004);F16H   1/02,B23B  35/00,B62D   5/04;B62D   5/0421,F16H  57/02,F16H2057/02017,F16H2057/02082,F16H2057/0213;CARTER DE REDUCTEUR DE DIRECTION ASSISTEE COMPRENANT UNE ENCOCHE SUR UN COTE D’UN PERCAGE INTERMEDIAIRE
FR3090588;2020-06-26;A1;Demande française;FR1873728;2018-12-21;FR1873728 (20181221);B64F   5/50,B64D  27/26,F01D  25/28;B64F   5/50,F01D  25/285,F05D2230/60,F05D2230/70,Y02T  50/60;OUTILLAGE POUR PLACER UN ENSEMBLE PROPULSIF D’UNE POSITION HORIZONTALE A UNE POSITION VERTICALE
FR3091034;2020-06-26;A1;Demande française;FR1873770;2018-12-21;FR1873770 (20181221);H01L  51/42,H01L  51/50;H01L  51/4233,H01L  51/442,H01L  51/5234,H01L2251/306,Y02E  10/549,Y02P  70/50;Dispositif électronique à courant de fuite réduit
FR3092002;2020-07-31;A1;Demande française;FR2000658;2020-01-23;DE10 2019 101 726.2 (20190124);A63B  67/04,A47B   3/087;A47B   3/087,A47B  25/003,A47B2025/006,A63B  67/04,A63B2071/025,A63B2102/16;Élément de liaison pour table de ping–pong
FR3097488;2020-12-25;A1;Demande française;FR1906681;2019-06-20;FR1906681 (20190620);B60N   2/882,B60N   2/806;B60N   2/812,B60N   2/809,B60N   2/894;Appui-tête de siège de véhicule automobile
FR3097686;2020-12-25;A1;Demande française;FR1906822;2019-06-24;FR1906822 (20190624);H01L  51/00,C01B  32/152,C07D 401/00;H01L  51/0007,H01L  51/0036,H01L  51/0047,H01L  51/4253,Y02E  10/549,Y02P  70/50;Formulation comprenant un matériau semiconducteur organique de type p et un matériau semiconducteur de type n
FR3085888;2020-03-20;A1;Demande française;FR1858349;2018-09-17;FR1858349 (20180917);B60J   3/02,B60R   1/00,B60R  11/00,B60W  50/14,H04N   7/18;B60J   3/0204,B60R   1/00,B60R  11/0235,B60R2300/404,B60R2300/806;PARE-SOLEIL MOTORISE ET A ECRAN A AFFICHAGE CONTEXTUEL, POUR UN VEHICULE
FR3087396;2020-04-24;A1;Demande française;FR1871228;2018-10-19;FR1871228 (20181019);B60Q   1/04,F21S  41/20;B60Q   1/0035,B60Q   1/0408,B60R  19/50,B60R2019/505;VEHICULE AUTOMOBILE COMPORTANT AU MOINS UN PROJECTEUR AVEC OU SANS GLACE DE PROTECTION
FR3089615;2020-06-12;A1;Demande française;FR1871498;2018-11-12;FR1871498 (20181112);F41A  19/58,B63G   8/28,F41F   3/10,H02H   7/20;B63G   8/28,B63G   8/32,F41A  19/58,F41F   3/10,H02H   7/20;Système lance-armes pour navire submersible
FR3095770;2020-11-13;A1;Demande française;FR1904754;2019-05-07;FR1904754 (20190507);B23B   5/28,B23P   6/04;B23B   5/28,B23B2215/36,B23B2260/128,B23B2270/48;Système et procédé de retaillage de la surface de roulage d’une roue
FR3095875;2020-11-13;A1;Demande française;FR1904756;2019-05-07;FR1904756 (20190507);G06F   3/041,B60W  50/16,G06F   3/01,G06F   3/0488;G06F   3/016,G06F   3/044;INTERFACE TACTILE OFFRANT UN RETOUR VIBROTACTILE A LOCALISATION AMELIOREE
FR3097637;2020-12-25;A1;Demande française;FR1906518;2019-06-18;FR1906518 (20190618);G01M  99/00,B60J   1/08,B60J   1/18,B60J   5/00,E05B  17/00,E05B  81/00,E05F  15/60,E05F  15/78,G01M  17/007;E05Y2201/22,E05Y2400/36,E05Y2400/44,E05Y2400/45,E05Y2400/458,E05Y2400/52,E05Y2800/40,E05Y2900/531,E05Y2900/542,E05Y2900/546,E05F  15/638,E05F  15/659;Procédé de gestion d’un mécanisme d’assistance motorisée à l’ouverture d’un ouvrant de véhicule automobile
FR3088445;2020-05-15;A1;Demande française;FR1860485;2018-11-14;FR1860485 (20181114);G01V   5/06,G01N  33/24,G01T   1/167;G01N  33/24,G01N2223/616,G01N2223/626,G01T   1/362;PROCEDE D'EVALUATION DE LA CONCENTRATION MASSIQUE EN URANIUM D'UN ECHANTILLON PAR SPECTROMETRIE GAMMA ET DISPOSITIF ASSOCIE
FR3089104;2020-06-05;A1;Demande française;FR1872133;2018-11-30;FR1872133 (20181130);A47J  37/12;A47J  37/1257,A47J  37/1276,A47J  37/1295,A47J  37/1285;ENSEMBLE DE CUISSON COMPRENANT UN APPAREIL ELECTRIQUE DE CUISSON ET UN RECEPTACLE DE VIDANGE
FR3092835;2020-08-21;A1;Demande française;FR1901474;2019-02-14;FR1901474 (20190214);C04B   7/19,G21F   9/30;C04B  28/04,C04B  28/08,C04B2111/00767,G21F   9/165,G21F   9/304,Y02W  30/91;Compositions pour le conditionnement des déchets radioactifs et procédé de conditionnement
FR3094951;2020-10-16;A1;Demande française;FR1903971;2019-04-15;FR1903971 (20190415);B62M   6/40,B60L  50/20,B60R  16/02,B62M   6/50,B62M   6/90;B60L2200/12,B62M   6/60,B60L  50/20;système d’entraînement hybride musculaire/électrique
FR3094670;2020-10-09;A1;Demande française;FR1903565;2019-04-03;FR1903565 (20190403);B42D  15/04;B42D   1/004,B42D   1/005,B42D  15/045;Feuille carte à soufflet
FR3095626;2020-11-06;A1;Demande française;FR1904577;2019-04-30;FR1904577 (20190430);B60S   1/40,B60S   1/38;B60S   1/4048;Adaptateur pour balai d’essuie-glace à connexion mécanique et magnétique
FR3096058;2020-11-20;A1;Demande française;FR1905073;2019-05-15;FR1905073 (20190515);C23C  16/04,C23C  16/52,H01L  21/02;C23C  16/4583,C23C  16/4585,C23C  16/4586,C23C  16/505,C23C  16/513,H01J  37/32577,H01J  37/32715,H01J  37/32779;DISPOSITIF DE DEPÔT CHIMIQUE EN PHASE VAPEUR PRESENTANT DES ZONES DE DEPÔT RECONFIGURABLES
FR3096506;2020-11-27;A1;Demande française;FR1905412;2019-05-23;FR1905412 (20190523);H01J   1/34,H01J   9/12,H01L  27/14;H01J   1/34,H01J  29/08,H01J  31/507,H01J2231/5001;PHOTOCATHODE À RENDEMENT QUANTIQUE AMÉLIORÉ
FR3091044;2020-06-26;A1;Demande française;FR1900877;2019-01-30;FR1873347 (20181219);H01M   8/0271,H01M   8/026;H01M   8/0258,H01M   8/0267,H01M   8/0271,H01M   8/0297,Y02E  60/50;PLAQUE BIPOLAIRE POUR PILE A COMBUSTIBLE
FR3088823;2020-05-29;A1;Demande française;FR1872016;2018-11-28;FR1872016 (20181128);A61K  31/517,A61P  31/12,C07D 239/91,C07D 409/04,C07D 409/14,C07D 417/14;A61K  31/517,A61P  39/02,C07D 417/14,Y02A  50/30;NOUVELLES DIHYDROQUINAZOLINONES AYANT UNE ACTIVITE PROTECTRICE VIS-A-VIS DE TOXINES AU MODE D’ACTION INTRACELLULAIRE, DE VIRUS ET DE BACTERIES
FR3088871;2020-05-29;A1;Demande française;FR1871866;2018-11-26;FR1871866 (20181126);B60R  16/02,H02G   3/30;B60R  16/0215,B62D  25/081,B62D  25/14;Support pour un faisceau électrique d’habitacle de véhicule automobile
FR3096017;2020-11-20;A1;Demande française;FR1905196;2019-05-17;FR1905196 (20190517);B60W  50/04,B60W  50/14,G06F  11/08,G06F  11/30;G05B  19/0421,G05B  19/0425,G05B  23/0213,G05B  23/0291,G05B2219/14066,G05B2219/21163,G05B2219/24069,G07C   5/008,G07C   5/0816;Procédé et système de détermination d’un état de fonctionnement d’un capteur
FR3089232;2020-06-05;A1;Demande française;FR1912864;2019-11-19;DE10 2018 129 793.9 (20181126);C12N   5/071,G01N  21/78;C12N   5/0633,C12N2513/00,G01N  33/5041,G01N  33/5044,G01N  33/5082,C12N   5/0633,G01N  33/5008,G01N  33/5044,C12N   5/0018,C12N   5/0062,C12N   5/0633,G01N  33/5044,G01N  33/5082,G01N  33/52;Modèle tridimensionnel de culture cellulaire de la glande sudoripare humaine pour l’analyse des processus de sudation associés au stress
FR3089515;2020-06-12;A1;Demande française;FR1872338;2018-12-05;FR1872338 (20181205);C08L  75/04,B32B   7/12,B32B  37/12,B65D  65/40,C08G  18/83,C08K   5/17,C08L  79/02,C09J 175/04;C08G  18/12,C08G  18/222,C08G  18/282,C08G  18/289,C08G  18/3228,C08G  18/4018,C08G  18/7621,C08G  18/792,C09D 175/04,C09J 175/04;COMPOSITION A BASE DE POLYURETHANE
FR3089720;2020-06-12;A1;Demande française;FR1872442;2018-12-06;FR1872442 (20181206);H02M   3/10;H02M   3/07,H02M   3/158,H02M   1/007,H02M   1/008;Convertisseur de tension
FR3089752;2020-06-19;A1;Demande française;FR1873231;2018-12-18;FR1873231 (20181218);A01K  87/00,A01K  87/02;A01K  87/005,A01K  87/025;CANNE A PECHE TELESCOPIQUE FIL INTERIEUR
FR3089859;2020-06-19;A3;Certificat d'utilité;FR1872911;2018-12-14;FR1872911 (20181214);B29D  30/32;B26D   1/605,B26D   3/003,B26D   5/22,B26D   5/32,B26D   5/34,B29D  30/3007,B29D  30/46;DISPOSITIF DE POSE DE NAPPE DE RENFORT SUR UN TAMBOUR DE FABRICATION DE BANDAGE PNEUMATIQUE AVEC COUPE A LA VOLÉE
FR3091043;2020-06-26;A3;Certificat d'utilité;FR1873347;2018-12-19;FR1873347 (20181219);H01M   8/0258,H01M   8/0271;H01M   8/0258,H01M   8/0267,H01M   8/0271,H01M   8/0297,Y02E  60/50;PLAQUE BIPOLAIRE POUR PILE A COMBUSTIBLE
FR3091631;2020-07-10;A1;Demande française;FR1908661;2019-07-30;TW108100771 (20190108);H02M   7/217,H02M   1/08;H02M   1/08,H02M   7/219,H03K  17/04206,H03K  17/166,H03K  17/302,H03K2217/0036,H03K2217/0081,H02M   1/0048,H02M   7/2195,Y02B  70/10,H02K  11/046,H02M   1/08,H02M   7/217;ALTERNATEUR ET REDRESSEUR ASSOCIÉ
FR3094465;2020-10-02;A1;Demande française;FR1903290;2019-03-28;FR1903290 (20190328);F24S  20/30;F24S  20/20,F24S  20/30,F24S  23/70,Y02E  10/40;USINE SOLAIRE ET PROCEDE DE TRANSFORMATION
FR3094601;2020-10-02;A1;Demande française;FR1903461;2019-04-01;FR1903461 (20190401);H04W  16/22,H04W  40/12,H04W  84/08;H04W  36/165,H04W  48/18;MÉTHODE D’ASSOCIATION EN FONCTION D’UNE TRANCHE DE RÉSEAU DANS UN RÉSEAU HÉTÉROGÈNE
FR3095317;2020-10-23;A1;Demande française;FR1904161;2019-04-18;FR1904161 (20190418);H04W  68/02,H04W   4/70,H04W  80/02;H04W   8/245,H04W  48/12,H04W  48/14,H04W  68/06;Procédé d’émission d’un message sur un canal de diffusion avec retransmission sur une liaison point à point
FR3084624;2020-02-07;A1;Demande française;FR1857191;2018-08-01;FR1857191 (20180801);B60N   2/015;B60N   2/005,B60N   2/0725;SYSTEME DE FIXATION POUR SIEGE DE VEHICULE
FR3084837;2020-02-14;A1;Demande française;FR1870919;2018-08-10;FR1870919 (20180810);A61K   9/36,A61K  31/717,A61K  36/28,A61K  47/38,A61P  17/00;A61K   9/006,A61K   9/0063,A61K   9/7007,A61K  47/38;COMPOSITION FILMOGENE MUCOADHESIVE ET SON UTILISATION POUR LE TRAITEMENT DES DOULEURS LIEES AUX POUSSEES DENTAIRES
FR3084846;2020-02-14;A1;Demande française;FR1857416;2018-08-09;FR1857416 (20180809);B29C  49/42,B65G  47/24;B29C  49/06,B29C  49/4205,B29C2049/4231,B29K2067/003,B29L2031/7158,B29C  49/4205,B29C2049/4231,B29K2067/003,B29L2031/712,B65G  17/12;DISPOSITIF D'ALIMENTATION DE PREFORMES COMPORTANT DES ELEMENTS DE GUIDAGE REGLABLES EN POSITION
FR3084950;2020-02-14;A1;Demande française;FR1857476;2018-08-13;FR1857476 (20180813);G06Q  50/30,G08G   1/017;G01C  21/3469,G06Q  10/04,G06Q  50/30,G08G   1/017,G08G   1/042,G08G   1/207;PROCEDE ET ENSEMBLE DE GESTION DE LA CIRCULATION DANS UNE ZONE URBAINE
FR3085026;2020-02-21;A1;Demande française;FR1857539;2018-08-20;FR1857539 (20180820),FR1857490 (20180814);B62D  65/06;B60J   5/0469,B62D  27/026,F16B  11/006;VEHICULE COMPRENANT UN ELEMENT D’ASPECT ASSEMBLE PAR COLLAGE ET PROCEDE D’ASSEMBLAGE
FR3085084;2020-02-21;A1;Demande française;FR1857555;2018-08-20;FR1857555 (20180820);G10K  11/16,B60N   2/02;B60N   2/015,B60N   2/20,B60N2205/20,G10K  11/16;PROCEDE POUR EMPECHER LA GENERATION DE BRUIT DE FROTTEMENT D’UN AXE METALLIQUE SUR UN BORD DE PAROI METALLIQUE, ET RUBAN ASSOCIE
FR3085125;2020-02-28;A1;Demande française;FR1857648;2018-08-24;FR1857648 (20180824);B25J  15/02,B25J   9/00;B25J  15/0033,B25J  15/083,B25J  15/086;PINCE DE PREHENSION POUR UNE COMMANDE PAR UN ROBOT
FR3085130;2020-02-28;A1;Demande française;FR1857692;2018-08-27;FR1857692 (20180827);B29C  64/40,B22F   3/105,B29C  64/10,B32B   3/12,B33Y  10/00,B64D  29/00,C22C  14/00,C22C  21/00;B22F   3/1115,B22F   5/009,B22F2998/10,B29C  33/52,B29C  70/48,B29C  70/68,B33Y  10/00,B33Y  80/00,B22F  10/10,B22F  10/40,F02K   1/827,F05D2230/22,F05D2230/234,F05D2230/31,F05D2250/13,F05D2250/182,F05D2250/283,F05D2260/963,F05D2300/174,F05D2300/5021,F05D2300/60,Y02T  50/60,Y02P  10/25,B22F2998/10,B22F   1/0059,B22F  10/10,B22F   3/10,B64D  29/00,B64F   5/10;PROCEDE DE FABRICATION D’UN PANNEAU POUR NACELLE D’ENSEMBLE PROPULSIF D’AERONEF
FR3085155;2020-02-28;A1;Demande française;FR1857564;2018-08-21;FR1857564 (20180821);b64d  47/00;H02H   7/26;PROCEDE D'AUTO-CONFIGURATION D'UNE CARTE ELECTRONIQUE AUTONOME DE DISJONCTEURS STATIQUES
FR3085413;2020-03-06;A1;Demande française;FR1857742;2018-08-29;FR1857742 (20180829);F01D   5/02,F01D   5/06;F01D   5/066,F05D2250/182,F05D2250/183,F05D2250/184,F05D2260/36,F05D2260/39;ACCOUPLEMENT POUR TURBOMACHINE DE TYPE CURVIC AVEC VERROUILLAGE
FR3085624;2020-03-13;A1;Demande française;FR1858148;2018-09-12;FR1858148 (20180912);B60H   1/00,B60H   1/22,F25B  29/00;B60H   1/00278,B60H   1/00385,B60H   1/00885,B60H2001/00928,B60H   1/32281;CIRCUIT DE LIQUIDE CALOPORTEUR
FR3085645;2020-03-13;A1;Demande française;FR1858116;2018-09-11;FR1858116 (20180911);B60R  21/05,B60R  13/02,B62D   1/187;B60R  13/0256,B60R2013/0293,B62D   1/187;ENSEMBLE FORMANT UNE GAINE D’HABILLAGE DE COLONNE DE DIRECTION ET VEHICULE PRESENTANT UNE TELLE GAINE
FR3085788;2020-03-13;A1;Demande française;FR1858153;2018-09-12;FR1858153 (20180912);G21C  17/04;G21C   9/00,G21C  17/108,G21D   3/001,G21C   3/047,Y02E  30/00,Y02E  30/30;PROCEDE DE PROTECTION D'UN REACTEUR NUCLEAIRE ET REACTEUR NUCLEAIRE CORRESPONDANT
FR3086005;2020-03-20;A1;Demande française;FR1858277;2018-09-14;FR1858277 (20180914);F02D  41/30;F02D  11/105,F02D  41/0215,F02D  41/10,F02D  41/12,F02D2200/50,F02D2200/602,F02D2250/18;PROCEDE DE COMMANDE DE COUPLE MOTEUR D’UN GROUPE MOTOPROPULSEUR PERMETTANT DE DESACTIVER LA COMPENSATION DE COUPLE INERTIEL
FR3086063;2020-03-20;A1;Demande française;FR1858199;2018-09-13;FR1858199 (20180913);G01S  15/00,A61B   8/00,G01S   7/52,G10K  11/00;B06B   1/0215,B06B   1/0629,B06B2201/20,B06B2201/51,B06B2201/55,G01S  15/8925,G01S  15/8927;DISPOSITIF D'IMAGERIE ULTRASONORE
FR3085932;2020-03-20;A1;Demande française;FR1858328;2018-09-14;FR1858328 (20180914);B61F   5/24,B61F   5/10,B61F   5/14;B60G  17/0155,B60G2300/10,B60G2500/30,B61C  17/00,B61F   5/02,B61F   5/10,B61F   5/10,B61F   5/127,B61F   5/52;SUSPENSION PNEUMATIQUE POUR VEHICULE FERROVIAIRE
FR3087730;2020-05-01;A1;Demande française;FR1911658;2019-10-18;DE10 2018 218 719.3 (20181031);B60R  21/0136,B60Q   5/00,B60W  50/14,G08G   1/0962;B60R  21/0136,B60W  30/08,G08G   1/165,G08G   1/166,B60R  21/0136,B60R2021/0027,B60W  30/08,B60W2030/082,B60W  60/0015,B60W  60/007,G08G   1/166,H04W  76/50;Procédé pour réagir à une collision et dispositif pour la mise en œuvre du procédé
FR3083841;2020-01-17;A1;Demande française;FR1856544;2018-07-16;FR1856544 (20180716);F16L  53/37;F16L  59/143,F16L  53/37;PROCEDE ET SYSTEME DE CHAUFFAGE ELECTRIQUE DIRECT D'UNE CONDUITE A DOUBLE ENVELOPPE POUR LE TRANSPORT DE FLUIDES
FR3083880;2020-01-17;A1;Demande française;FR1907504;2019-07-05;DE10 2018 211 325.4 (20180710);G02B  26/00,B81B   7/00,G01J   3/26,G02B   5/08,H01L  31/0232;G01J   3/02,G01J   3/021,G01J   3/0243,G01J   3/26,G02B  26/001,G01J   3/0286,G01J   3/26,G02B   5/284,G02B  26/001,G01J   3/02;Elément d’interféromètre de Fabry-Pérot et son procédé de fabrication
FR3096000;2020-11-20;A1;Demande française;FR1905031;2019-05-14;FR1905031 (20190514);B60R  11/02;B60R  11/02,B60R2011/0007,B60R2011/0084;Support interne d’objet amovible pour véhicule automobile.
FR3096765;2020-12-04;A1;Demande française;FR1905880;2019-06-03;FR1905880 (20190603);F25D  13/04,A47G  29/14,G07C   9/00;F25D  11/02,F25D  13/04,F25D  23/12,F25D2400/361;Coffre individuel multi températures interactif, pour la conservation temporaire de produits chauds, frais et surgelés
FR3083481;2020-01-10;A1;Demande française;FR1856276;2018-07-09;FR1856276 (20180709);B44C   3/00,E01F   9/518;B05B  12/24,C09J   7/29,C09J   7/38,C09J   7/383,C09J   7/385;DISPOSITIF POUR APPOSER SUR UNE SURFACE AU MOINS UN MOTIF DECORATIF ET/OU INFORMATIF EPHEMERE ET PROCEDE CORRESPONDANT
FR3083643;2020-01-10;A1;Demande française;FR1856171;2018-07-04;FR1856171 (20180704);H01L  25/065,H01L  21/70,H01L  21/98,H01L  23/48;G01L   9/0073,H01L  24/05,H01L  24/45,H01L  24/48,H01L  24/85,H01L  25/0657,H01L  25/50,H01L2224/85365,H01L2224/8585,H01L2224/85986,H01L2225/0651,H01L2225/06555,H01L2225/06575,H01L2225/06593,H01L2924/00014,H01L  24/42,H01L  24/03,H01L  24/32,H01L  24/73,H01L  24/83,H01L  24/92,H01L2224/03849,H01L2224/26122,H01L2224/32145,H01L2224/32148,H01L2224/32505,H01L2224/73215,H01L2224/80035,H01L2224/83007,H01L2224/83121,H01L2224/8385,H01L2224/9202,H01L2224/9211,H01L2224/92147;PROCEDE DE REALISATION D'UN DISPOSITIF ELECTRONIQUE
FR3083961;2020-01-24;A1;Demande française;FR1856713;2018-07-19;FR1856713 (20180719);A01K  11/00;A01K  11/001;PARTIE FEMELLE D'UN DISPOSITIF D'IDENTIFICATION D'UN ANIMAL, ACCESSOIRE ET PROCEDE D'IDENTIFICATION D'UN ANIMAL CORRESPONDANTS.
